produto,produto_nome,ocorrencias,rotulo
"281555 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:4-0, COR:PRETO TRANÇADO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CORTANTE, COMPRIMENTO AGULHA:1,70 CM, ESTERILIDADE:ESTÉRIL","281555 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:4-0, COR:PRETO TRANÇADO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CORTANTE, COMPRIMENTO AGULHA:1,70 CM, ESTERILIDADE:ESTÉRIL",14,"281555 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:4-0, CO [P1589]"
"281556 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:3-0, COR:PRETO TRANÇADO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CORTANTE, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL","281556 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:3-0, COR:PRETO TRANÇADO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CORTANTE, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL",7,"281556 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:3-0, CO [P1590]"
"281558 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:4-0, COR:PRETO TRANÇADO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,30 CM, ESTERILIDADE:ESTÉRIL","281558 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:4-0, COR:PRETO TRANÇADO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,30 CM, ESTERILIDADE:ESTÉRIL",4,"281558 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:4-0, CO [P1591]"
"281561 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:0, COR:PRETO TRANÇADO, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL","281561 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:0, COR:PRETO TRANÇADO, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL",2,"281561 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:0, COR: [P1592]"
"281562 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:2-0, COR:PRETO TRANÇADO, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL","281562 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:2-0, COR:PRETO TRANÇADO, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL",1,"281562 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:2-0, CO [P1593]"
"281563 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:3-0, COR:PRETO TRANÇADO, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL","281563 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:3-0, COR:PRETO TRANÇADO, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL",1,"281563 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:3-0, CO [P1594]"
"281576 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:4-0, COR:PRETO TRANÇADO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CORTANTE, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL","281576 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:4-0, COR:PRETO TRANÇADO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CORTANTE, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL",3,"281576 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:4-0, CO [P1595]"
"281578 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:3-0, COR:PRETO TRANÇADO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CORTANTE, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL","281578 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:3-0, COR:PRETO TRANÇADO, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CORTANTE, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL",5,"281578 | FIO DE SUTURA, MATERIAL:SEDA, TIPO FIO:3-0, CO [P1596]"
"281593 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:8-0, COR:AZUL, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:0,65 CM, ESTERILIDADE:ESTÉRIL","281593 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:8-0, COR:AZUL, COMPRIMENTO:45 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:0,65 CM, ESTERILIDADE:ESTÉRIL",1,"281593 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1597]"
"281595 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:6-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,0 CM, ESTERILIDADE:ESTÉRIL","281595 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:6-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,0 CM, ESTERILIDADE:ESTÉRIL",1,"281595 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1598]"
"281596 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:6-0, COR:AZUL, COMPRIMENTO:60 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,0 CM, ESTERILIDADE:ESTÉRIL","281596 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:6-0, COR:AZUL, COMPRIMENTO:60 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,0 CM, ESTERILIDADE:ESTÉRIL",1,"281596 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1599]"
"281598 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:6-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,30 CM, ESTERILIDADE:ESTÉRIL","281598 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:6-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,30 CM, ESTERILIDADE:ESTÉRIL",1,"281598 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1600]"
"281600 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:7-0, COR:AZUL, COMPRIMENTO:60 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,30 CM, ESTERILIDADE:ESTÉRIL","281600 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:7-0, COR:AZUL, COMPRIMENTO:60 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,30 CM, ESTERILIDADE:ESTÉRIL",1,"281600 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1601]"
"281605 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:2-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL","281605 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:2-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL",8,"281605 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1602]"
"281606 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:3-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL","281606 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:3-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL",8,"281606 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1603]"
"281609 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:4-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,50 CM, ESTERILIDADE:ESTÉRIL","281609 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:4-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,50 CM, ESTERILIDADE:ESTÉRIL",2,"281609 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1604]"
"281610 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:5-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,50 CM, ESTERILIDADE:ESTÉRIL","281610 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:5-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,50 CM, ESTERILIDADE:ESTÉRIL",1,"281610 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1605]"
"281615 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:4-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL","281615 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:4-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL",1,"281615 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1606]"
"281616 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:2-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL","281616 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:2-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL",1,"281616 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1607]"
"281617 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:3-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL","281617 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:3-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL",4,"281617 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1608]"
"281619 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:2-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL","281619 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:2-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL",3,"281619 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1609]"
"281620 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:3-0, COR:AZUL, COMPRIMENTO:90 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL","281620 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:3-0, COR:AZUL, COMPRIMENTO:90 CM, CARACTERÍSTICAS ADICIONAIS:C/1 AGULHA EM CADA PONTA DO FIO, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL",1,"281620 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1610]"
"281622 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,5 CM, ESTERILIDADE:ESTÉRIL","281622 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,5 CM, ESTERILIDADE:ESTÉRIL",4,"281622 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1611]"
"281623 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:4,0 CM, ESTERILIDADE:ESTÉRIL","281623 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:4,0 CM, ESTERILIDADE:ESTÉRIL",11,"281623 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1612]"
"281640 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:4-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL","281640 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILAMENTO, TIPO FIO:4-0, COR:AZUL, COMPRIMENTO:75 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL",1,"281640 | FIO DE SUTURA, MATERIAL:POLIPROPILENO MONOFILA [P1613]"
"281657 | ÁCIDOS GRAXOS ESSENCIAIS, COMPOSIÇÃO:COMPOSTO DOS ÁCIDOS CAPRÍLICO, CÁPRICO, LÁURICO, COMPONENTES:LINOLÊICO, LECITINA DE SOJA, APRESENTAÇÃO:ASSOCIADOS COM VITAMINAS ""A"" E ""E"", TIPO:LOÇÃO OLEOSA","281657 | ÁCIDOS GRAXOS ESSENCIAIS, COMPOSIÇÃO:COMPOSTO DOS ÁCIDOS CAPRÍLICO, CÁPRICO, LÁURICO, COMPONENTES:LINOLÊICO, LECITINA DE SOJA, APRESENTAÇÃO:ASSOCIADOS COM VITAMINAS ""A"" E ""E"", TIPO:LOÇÃO OLEOSA",314,"281657 | ÁCIDOS GRAXOS ESSENCIAIS, COMPOSIÇÃO:COMPOSTO  [P1614]"
"281683 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:2-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL","281683 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:2-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL",1,"281683 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO,  [P1615]"
"281684 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:3-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL","281684 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:3-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:3/8 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:3,0 CM, ESTERILIDADE:ESTÉRIL",1,"281684 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO,  [P1616]"
"281687 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:5-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,50 CM, ESTERILIDADE:ESTÉRIL","281687 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:5-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:1,50 CM, ESTERILIDADE:ESTÉRIL",3,"281687 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO,  [P1617]"
"281689 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:3-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL","281689 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:3-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL",3,"281689 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO,  [P1618]"
"281690 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:4-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL","281690 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:4-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,0 CM, ESTERILIDADE:ESTÉRIL",1,"281690 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO,  [P1619]"
"281693 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:2-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL","281693 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:2-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL",3,"281693 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO,  [P1620]"
"281694 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:3-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL","281694 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:3-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL",1,"281694 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO,  [P1621]"
"281695 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:4-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL","281695 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO, TIPO FIO:4-0, COR:VIOLETA, COMPRIMENTO:70 CM, CARACTERÍSTICAS ADICIONAIS:COM AGULHA, TIPO AGULHA:1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA:2,5 CM, ESTERILIDADE:ESTÉRIL",1,"281695 | FIO DE SUTURA, MATERIAL:POLIGLATINA TRANÇADO,  [P1622]"
